Program Level,Area of Study,Special Requirements,Course,Course URL,University,Duration,Open Semesters,Closed Semesters,Speciality,Rankings,Yearly Tuition Fee,Application Fee
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Computer Science for Games,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MzMxMTg=&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Computer Science with Artificial Intelligence,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5MDUz&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",No application fee
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Construction Project Management,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MzMwODU=&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Criminology and Psychology,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MzMwMzA=&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Cyber Security,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTA2OTk1&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Cyber Security with Forensics,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTA2OTg3&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Economics,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MzMwNjA=&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Events Management,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTA2OTk4&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Food and Nutrition,https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MzMwMTQ=&year=2026,Sheffield Hallam University,36 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
UG,,"PTE, TOEFL iBT, IELTS, DET",BSc (Honours) Food and Nutrition (1 year top-up),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTI4MTIw&year=2026,Sheffield Hallam University,12 Month(s),Sep,,"Scholarship Available, English Proficiency Exam Waiver, Low Tuition Deposit","82 in US News Ranking, 67 in Webometrics Ranking of United Kingdom National","GBP 17,155",GBP 28.95
