Program Level,Area of Study,Special Requirements,Course,Course URL,University,Duration,Open Semesters,Closed Semesters,Speciality,Rankings,Yearly Tuition Fee,Application Fee,State,College URL,College Logo,University Course URL,Campus,Entry Requirements,Remarks,Standardized Test Requirements,Application Deadline,Last Updated Date,PTE Overall,TOEFL iBT Overall,IELTS Overall,IELTS no Band Less Than,DET Score,More Info
PG,"Engineering and Engineering Trades, Physical Sciences, Sciences","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Science in Software Engineering - (12 Months) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTU4NDIy&year=2026,University of Europe for Applied Sciences,12 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University",205 in Webometrics Ranking of Germany National,"EUR 13,600",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/tech-and-software/master/software-engineering,Potsdam,"4 years Bachelor’s degree from a recognised university in B.Sc. engineering, computer science, mathematics, business engineering, business informatics, etc. with minimum 60% & basic knowledge in object-oriented programming.","Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Engineering and Engineering Trades, Physical Sciences, Sciences","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Science in Software Engineering - (18 Months) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTg5MjMx&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University",205 in Webometrics Ranking of Germany National,"EUR 12,232",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/tech-and-software/master/software-engineering,Potsdam,"Bachelor’s degree from a recognised university in B.Sc. engineering, computer science, mathematics, business engineering, business informatics, etc. with minimum 60% & basic knowledge in object-oriented programming.","Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. Tuition fees mentioned is for 1 year, total tuition fees € 18,348. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Engineering and Engineering Trades, Physical Sciences, Sciences","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",Master of Science in Software Engineering- (24 Months) (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTUxOTI4&year=2026,University of Europe for Applied Sciences,24 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University",205 in Webometrics Ranking of Germany National,"EUR 12,000",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/tech-and-software/master/software-engineering,Potsdam,"3 years Bachelor’s degree from a recognised university in B.Sc. engineering, computer science, mathematics, business engineering, business informatics, etc. with minimum 60% & basic knowledge in object-oriented programming","Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA in Digital Technology (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTc0MDUw&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/business-and-sport/master/mba-digital-technology,Potsdam,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA in Diplomacy (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTU4NDIx&year=2026,University of Europe for Applied Sciences,18 Month(s),"Sep, Mar",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/business-and-sport/master/mba-diplomacy,Berlin,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA in Financial Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTkzNDgx&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/financial-management,Berlin,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA in Investment Banking (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTkzNDgy&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/investment-banking,Berlin,Bachelor’s degree with minimum 60% from a recognised university with minimum 1 year of work experience after the last academic degree.,"Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA in Shipping & Logistics (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTU4NDE4&year=2026,University of Europe for Applied Sciences,18 Month(s),"Sep, Mar",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/business-and-sport/master/mba-shipping-logistics,Hamburg,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA in Sustainable Water Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTU4NDE5&year=2026,University of Europe for Applied Sciences,18 Month(s),"Sep, Mar",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/business-and-sport/master/mba-sustainable-water-management,Berlin,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of €50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration, Health","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA with Specialisation Digital Health Transformation (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTkxMjM0&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/digital-health-transformation,Iserlohn,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"In this course, the specialised modules are taught online. Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA with Specialisation Health and Safety Leadership (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTkxMjM2&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/healthcare-and-safety-leadership,Iserlohn,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"In this course, the specialised modules are taught online. Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA with Specialisation Health Service Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTkxMjM3&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/health-service-management,Iserlohn,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"In this course, the specialised modules are taught online. Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA with specialisation in Financial Risk Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgzMDYw&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/financial-risk-management,Berlin,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"In this course, the specialised modules are taught online. Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA with specialisation in International Business (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgzMDU4&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/international-business,Berlin,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"In this course, the specialised modules are taught online. Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA with specialisation in Management Consulting (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgzMDU5&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/management-consulting,Berlin,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"In this course, the specialised modules are taught online. Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA with specialisation in Project Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgwNTIy&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/project-management,Berlin,Bachelor’s degree with minimum 55% from a recognised university + minimum 1 year of work experience after the first qualifying university degree.,"In this course, the specialised modules are taught online. Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 50 is waived off. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. The tuition fee is mentioned for 1 year, total tuition fee will be € 19,350. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
PG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, DET, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)",MBA with specialisation in Sales Management (APS required),https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgzMDU3&year=2026,University of Europe for Applied Sciences,18 Month(s),"Mar, Sep",,"Scholarship Available, Affordable University, MBA Programs",205 in Webometrics Ranking of Germany National,"EUR 12,900",No application fee,Northern European Lowlands,http://www.btk-fh.de/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/university-of-europe-for-applied-sciences-bbdb8e28.jpg,https://www.ue-germany.com/programmes/mba/sales-management,Berlin,Bachelor’s degree with minimum 55% from a recognised university with minimum 1 year of work experience after the last academic degree. Candidate must have knowledge of basic statistics.,"In this course, the specialised modules are taught online. Please note that for this course BA students are not eligible. IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Application fee of € 50 is waived off. Tuition fees is mentioned for 1 year, total tuition fees is € 19,350. A Bachelor of Arts or Bachelor of Science degree without specialisation is not accepted by UE. For all the students from Nepal and Bangladesh 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting. PTE is Not Acccepted for North Indian Students for decision PTE is Not Accepted for North Indian Students for decision",No Test Requirement,ASAP,Last Updated on: 26 Nov 2025,59,72,6,5.5,105,yes
